timestamp,engine_id,cycle,s2,s3,s4,prediction,probability,anomaly
2026-04-15 00:33:01.296640,1,49,642.23,1584.35,1397.76,0,0.0,0
2026-04-15 00:33:03.561467,1,50,642.77,1588.49,1403.62,0,0.0,0
2026-04-15 00:33:05.720654,1,51,642.81,1585.54,1400.42,0,0.0,0
2026-04-15 00:33:07.887711,1,52,642.76,1583.77,1395.57,0,0.0,0
2026-04-15 00:33:10.075381,1,53,642.61,1579.82,1402.26,0,0.0,0
2026-04-15 00:33:12.351200,1,54,642.42,1592.59,1401.2,0,0.0,0
2026-04-15 00:33:14.491352,1,55,642.41,1584.95,1401.58,0,0.0,0
2026-04-15 00:33:16.749907,1,56,642.49,1586.33,1400.76,0,0.0,0
2026-04-15 00:33:19.157817,1,57,642.13,1583.67,1402.79,0,0.0,0
2026-04-15 00:33:21.386661,1,58,641.9,1590.46,1397.99,0,0.0,0
2026-04-15 00:33:23.693525,1,59,642.33,1596.72,1403.51,0,0.0,0
2026-04-15 00:33:26.976687,1,60,642.34,1582.75,1403.07,0,0.0,0
2026-04-15 00:33:29.382550,1,61,642.1,1583.55,1405.52,0,0.0,0
2026-04-15 00:33:31.783601,1,62,642.17,1581.59,1399.54,0,0.0,0
2026-04-15 00:33:34.600777,1,63,642.6,1592.14,1395.38,0,0.0,0
2026-04-15 00:33:36.780001,1,64,642.23,1584.51,1400.11,0,0.0,0
2026-04-15 00:33:39.074643,1,65,642.28,1584.72,1403.24,0,0.0,0
2026-04-15 00:33:41.436195,1,66,642.5,1588.5,1399.52,0,0.0,0
2026-04-15 00:33:43.995228,1,67,642.33,1590.22,1403.02,0,0.0,0
2026-04-15 00:33:46.486436,1,68,642.51,1582.06,1404.42,0,0.0,0
2026-04-15 00:33:48.669681,1,69,642.44,1590.7,1401.24,0,0.0,0
2026-04-15 00:33:50.821885,1,70,642.22,1584.02,1402.78,0,0.0,0
2026-04-15 00:33:53.210369,1,71,642.21,1580.41,1403.09,0,0.0,0
2026-04-15 00:33:55.498276,1,72,642.41,1579.25,1406.81,0,0.0,0
2026-04-15 00:33:57.890610,1,73,642.29,1592.04,1397.93,0,0.0,0
2026-04-15 00:34:00.086022,1,74,642.96,1584.65,1401.48,0,0.0,0
2026-04-15 00:34:02.376683,1,75,641.96,1582.32,1394.82,0,0.0,0
2026-04-15 00:34:04.877023,1,76,642.21,1589.21,1398.94,0,0.0,0
2026-04-15 00:34:07.432265,1,77,642.55,1586.3,1400.97,0,0.0,0
2026-04-15 00:34:09.660430,1,78,641.99,1580.76,1404.1,0,0.0,0
2026-04-15 00:34:11.784201,1,79,642.12,1582.46,1403.93,0,0.0,0
2026-04-15 00:34:14.120964,1,80,641.94,1591.96,1393.58,0,0.0,0
2026-04-15 00:34:16.635017,1,81,642.73,1584.82,1402.04,0,0.0,0
2026-04-15 00:34:18.989050,1,82,642.04,1589.07,1399.17,0,0.0,0
2026-04-15 00:34:21.217860,1,83,642.66,1588.05,1406.38,0,0.0,0
2026-04-15 00:34:23.416534,1,84,642.64,1585.52,1406.6,0,0.0,0
2026-04-15 00:34:25.637815,1,85,642.28,1590.12,1405.96,0,0.0,0
2026-04-15 00:34:27.981138,1,86,641.84,1588.8,1403.56,0,0.0,0
2026-04-15 00:34:30.287032,1,87,642.33,1586.69,1413.1,0,0.0,0
2026-04-15 00:34:32.550377,1,88,641.96,1581.29,1406.09,0,0.0,0
2026-04-15 00:34:34.806955,1,89,642.24,1584.73,1402.22,0,0.0,0
2026-04-15 00:34:37.109420,1,90,642.67,1584.38,1412.93,0,0.0,0
2026-04-15 00:34:39.334785,1,91,641.98,1584.84,1404.76,0,0.0,0
2026-04-15 00:34:41.822049,1,92,642.89,1590.03,1400.77,0,0.0,0
2026-04-15 00:34:44.470482,1,93,642.85,1593.74,1408.48,0,0.0,0
2026-04-15 00:34:47.294185,1,94,642.45,1583.27,1404.94,0,0.0,0
2026-04-15 00:34:50.095280,1,95,642.86,1577.6,1410.1,0,0.0,0
2026-04-15 00:34:52.123096,1,96,642.19,1584.07,1395.16,0,0.0,0
2026-04-15 00:34:54.692028,1,97,642.07,1595.77,1407.81,0,0.0,0
2026-04-15 00:34:56.916030,1,98,642.0,1591.11,1404.56,0,0.0,0
2026-04-15 00:34:59.387456,1,99,642.46,1592.73,1406.13,0,0.0,0
2026-04-15 00:35:01.630386,1,100,642.22,1589.63,1411.35,0,0.0,0
2026-04-15 00:35:03.827815,1,101,642.75,1584.18,1403.41,0,0.0,0
2026-04-15 00:35:06.006499,1,102,642.85,1589.11,1403.42,0,0.0,0
2026-04-15 00:35:08.134369,1,103,642.21,1581.27,1403.21,0,0.0,0
2026-04-15 00:35:10.578226,1,104,642.29,1590.63,1406.25,0,0.0,0
2026-04-15 00:35:13.394788,1,105,642.01,1588.28,1403.22,0,0.0,0
2026-04-15 00:35:19.049670,1,106,642.68,1589.05,1404.45,0,0.0,0
2026-04-15 00:35:25.889573,1,107,642.53,1595.13,1407.73,0,0.0,0
2026-04-15 00:35:30.237038,1,108,643.49,1585.91,1399.47,0,0.0,0
2026-04-15 00:35:34.407572,1,109,642.49,1586.45,1409.1,0,0.0,0
2026-04-15 00:35:38.439154,1,110,642.55,1590.01,1401.27,0,0.0,0
2026-04-15 00:35:40.447704,1,111,642.67,1584.38,1408.11,0,0.0,0
2026-04-15 00:35:42.412070,1,112,642.66,1586.46,1401.84,0,0.0,0
2026-04-15 00:35:44.360872,1,113,642.68,1590.85,1406.59,0,0.0,0
2026-04-15 00:35:46.340665,1,114,642.31,1588.42,1402.97,0,0.0,0
2026-04-15 00:35:48.274535,1,115,642.66,1594.84,1406.6,0,0.0,0
2026-04-15 00:35:50.304268,1,116,642.64,1580.31,1401.99,0,0.0,0
2026-04-15 00:35:52.271078,1,117,642.38,1589.77,1409.35,0,0.0,0
2026-04-15 00:35:54.199229,1,118,642.34,1585.67,1409.34,0,0.0,0
2026-04-15 00:35:56.124859,1,119,642.67,1596.8,1404.46,0,0.0,0
2026-04-15 00:35:58.126072,1,120,642.81,1593.78,1407.68,0,0.0,0
2026-04-15 00:36:00.042737,1,121,642.63,1593.56,1411.9,0,0.0,0
2026-04-15 00:36:02.020790,1,122,643.3,1593.68,1413.97,0,0.0,0
2026-04-15 00:36:03.969555,1,123,643.39,1586.66,1403.04,0,0.01,0
2026-04-15 00:36:05.981243,1,124,642.48,1587.14,1402.28,0,0.0,0
2026-04-15 00:36:07.984808,1,125,642.96,1585.47,1406.42,0,0.01,0
2026-04-15 00:36:09.952014,1,126,642.49,1582.64,1418.5,0,0.02,0
2026-04-15 00:36:11.881468,1,127,642.99,1586.9,1399.49,0,0.0,0
2026-04-15 00:36:13.830493,1,128,642.47,1593.87,1407.06,0,0.0,0
2026-04-15 00:36:15.781029,1,129,642.41,1591.33,1408.42,0,0.0,0
2026-04-15 00:36:17.687752,1,130,642.7,1585.9,1412.25,0,0.0,0
2026-04-15 00:36:19.641299,1,131,643.01,1585.78,1413.25,0,0.0,0
2026-04-15 00:36:21.599578,1,132,643.19,1596.06,1405.76,0,0.02,0
2026-04-15 00:36:23.577323,1,133,642.45,1592.64,1410.11,0,0.0,0
2026-04-15 00:36:25.472694,1,134,642.85,1583.62,1402.67,0,0.0,0
2026-04-15 00:36:27.420464,1,135,642.45,1585.55,1406.83,0,0.0,0
2026-04-15 00:36:29.370262,1,136,642.84,1584.72,1404.39,0,0.0,0
2026-04-15 00:36:31.268965,1,137,642.43,1594.69,1405.15,0,0.04,0
2026-04-15 00:36:33.230222,1,138,642.79,1589.82,1413.34,0,0.0,0
2026-04-15 00:36:35.240850,1,139,643.11,1592.28,1412.6,0,0.0,0
2026-04-15 00:36:37.451804,1,140,643.05,1590.89,1408.36,0,0.0,0
2026-04-15 00:36:40.256674,1,141,642.39,1590.02,1415.25,0,0.0,0
2026-04-15 00:36:42.176368,1,142,642.51,1595.29,1413.42,0,0.02,0
2026-04-15 00:36:44.147105,1,143,642.77,1593.1,1404.21,0,0.0,0
2026-04-15 00:36:46.078673,1,144,643.09,1591.89,1405.76,0,0.0,0
2026-04-15 00:36:48.030369,1,145,642.95,1594.92,1409.63,0,0.03,0
2026-04-15 00:36:49.954181,1,146,642.72,1586.75,1408.82,0,0.0,0
2026-04-15 00:36:51.962722,1,147,642.25,1594.85,1409.96,0,0.0,0
2026-04-15 00:36:53.908762,1,148,643.02,1590.03,1411.89,0,0.0,0
2026-04-15 00:36:55.816149,1,149,642.9,1592.78,1410.7,0,0.0,0
2026-04-15 00:36:57.749205,1,150,643.06,1589.01,1409.22,0,0.01,0
2026-04-15 00:36:59.697474,1,151,642.82,1592.39,1411.94,0,0.02,0
2026-04-15 00:37:01.644811,1,152,642.67,1598.6,1420.83,0,0.13,0
2026-04-15 00:37:03.603899,1,153,642.99,1589.17,1414.56,0,0.03,0
2026-04-15 00:37:05.636124,1,154,642.81,1597.03,1416.07,0,0.02,0
2026-04-15 00:37:07.540054,1,155,642.83,1590.4,1414.89,0,0.0,0
2026-04-15 00:37:09.475545,1,156,643.04,1585.61,1421.23,0,0.07,0
2026-04-15 00:37:11.491718,1,157,642.2,1598.04,1412.47,0,0.08,0
2026-04-15 00:37:13.440510,1,158,642.88,1596.82,1410.09,0,0.02,0
2026-04-15 00:37:15.461965,1,159,642.89,1589.54,1420.37,0,0.14,0
2026-04-15 00:37:17.389969,1,160,643.45,1590.65,1418.08,0,0.19,0
2026-04-15 00:37:19.294987,1,161,643.0,1594.2,1417.31,0,0.03,0
2026-04-15 00:37:21.206785,1,162,643.15,1592.22,1423.48,1,0.83,0
2026-04-15 00:37:23.159694,1,163,642.85,1600.54,1421.09,1,0.91,0
2026-04-15 00:37:25.126335,1,164,643.17,1598.96,1416.76,1,0.82,0
2026-04-15 00:37:27.072976,1,165,642.76,1597.03,1408.09,1,0.71,0
2026-04-15 00:37:28.990811,1,166,643.34,1596.72,1422.37,1,0.96,0
2026-04-15 00:37:30.995577,1,167,643.02,1593.83,1414.72,1,0.61,0
2026-04-15 00:37:32.909253,1,168,642.68,1591.19,1415.7,1,0.72,0
2026-04-15 00:37:34.869440,1,169,643.2,1590.16,1418.05,1,0.76,0
2026-04-15 00:37:36.814410,1,170,642.92,1592.71,1417.41,1,0.93,0
2026-04-15 00:37:38.794118,1,171,643.26,1592.06,1414.99,1,0.89,0
2026-04-15 00:37:40.768997,1,172,643.33,1591.71,1413.73,1,0.88,0
2026-04-15 00:37:42.701997,1,173,642.97,1590.69,1425.27,1,0.95,0
2026-04-15 00:37:44.660765,1,174,642.64,1599.81,1422.58,1,0.89,0
2026-04-15 00:37:46.583846,1,175,643.61,1603.29,1422.52,1,0.98,0
2026-04-15 00:37:48.537125,1,176,642.86,1592.27,1422.73,1,0.84,0
2026-04-15 00:37:50.438501,1,177,643.79,1602.02,1423.99,1,1.0,0
2026-04-15 00:37:52.338900,1,178,643.38,1605.33,1424.65,1,0.99,0
2026-04-15 00:37:54.323497,1,179,642.86,1592.56,1429.45,1,0.9,0
2026-04-15 00:37:56.224836,1,180,643.58,1599.87,1417.14,1,0.89,0
2026-04-15 00:37:58.179352,1,181,643.44,1596.71,1420.64,1,0.97,0
2026-04-15 00:38:00.148771,1,182,644.21,1602.08,1426.62,1,0.99,0
2026-04-15 00:38:02.068815,1,183,643.24,1597.23,1419.03,1,0.99,0
2026-04-15 00:38:04.383678,1,184,644.07,1605.44,1432.52,1,1.0,0
2026-04-15 00:38:07.267107,1,185,643.8,1603.46,1424.4,1,1.0,0
2026-04-15 00:38:10.372183,1,186,643.51,1595.16,1426.3,1,0.99,0
2026-04-15 00:38:14.057734,1,187,643.32,1592.1,1427.27,1,1.0,0
2026-04-15 00:38:16.544206,1,188,643.75,1602.38,1422.78,1,0.98,0
2026-04-15 00:38:19.360972,1,189,644.18,1596.17,1428.01,1,1.0,0
2026-04-15 00:38:22.117566,1,190,643.64,1599.22,1425.95,1,1.0,0
2026-04-15 00:38:24.734140,1,191,643.34,1602.36,1425.77,1,1.0,0
2026-04-15 00:38:27.143306,1,192,643.54,1601.41,1427.2,1,1.0,0
2026-04-15 00:43:15.528181,1,1,641.82,1589.7,1400.6,0,0.0,0
2026-04-15 00:43:26.260376,1,2,642.15,1591.82,1403.14,0,0.0,0
2026-04-15 00:43:29.858647,1,3,642.35,1587.99,1404.2,0,0.0,0
2026-04-15 00:43:31.884507,1,4,642.35,1582.79,1401.87,0,0.0,0
2026-04-15 00:43:33.821790,1,5,642.37,1582.85,1406.22,0,0.0,0
2026-04-15 00:43:35.815065,1,6,642.1,1584.47,1398.37,0,0.0,0
2026-04-15 00:43:41.962959,1,7,642.48,1592.32,1397.77,0,0.0,0
2026-04-15 00:43:44.065581,1,8,642.56,1582.96,1400.97,0,0.0,0
2026-04-15 00:43:46.076979,1,9,642.12,1590.98,1394.8,0,0.0,0
2026-04-15 00:43:48.087771,1,10,641.71,1591.24,1400.46,0,0.0,0
2026-04-15 00:43:50.100842,1,11,642.28,1581.75,1400.64,0,0.0,0
2026-04-15 00:43:52.102667,1,12,642.06,1583.41,1400.15,0,0.0,0
2026-04-15 00:43:56.975064,1,13,643.07,1582.19,1400.83,0,0.0,0
2026-04-15 00:43:58.918225,1,14,642.35,1592.95,1399.16,0,0.0,0
2026-04-15 00:44:00.913736,1,15,642.43,1583.82,1402.13,0,0.0,0
2026-04-15 00:44:02.909579,1,16,642.13,1587.98,1404.5,0,0.0,0
2026-04-15 00:44:04.970942,1,17,642.58,1584.96,1399.95,0,0.0,0
2026-04-15 00:44:06.893497,1,18,642.62,1591.04,1396.12,0,0.0,0
2026-04-15 00:44:09.005572,1,19,641.79,1587.56,1400.35,0,0.0,0
2026-04-15 00:44:11.166760,1,1,641.82,1589.7,1400.6,0,0.0,0
2026-04-15 00:44:11.348609,1,20,643.04,1581.11,1405.23,0,0.0,0
2026-04-15 00:44:13.566133,1,2,642.15,1591.82,1403.14,0,0.0,0
2026-04-15 00:44:16.603258,1,3,642.35,1587.99,1404.2,0,0.0,0
2026-04-15 00:44:18.824369,1,4,642.35,1582.79,1401.87,0,0.0,0
2026-04-15 00:44:21.062740,1,5,642.37,1582.85,1406.22,0,0.0,0
2026-04-15 00:44:22.984224,1,6,642.1,1584.47,1398.37,0,0.0,0
2026-04-15 00:44:24.940077,1,7,642.48,1592.32,1397.77,0,0.0,0
2026-04-15 00:44:26.892455,1,8,642.56,1582.96,1400.97,0,0.0,0
2026-04-15 00:44:28.841000,1,9,642.12,1590.98,1394.8,0,0.0,0
2026-04-15 00:44:30.796952,1,10,641.71,1591.24,1400.46,0,0.0,0
2026-04-15 00:44:32.713749,1,11,642.28,1581.75,1400.64,0,0.0,0
2026-04-15 00:44:34.656100,1,12,642.06,1583.41,1400.15,0,0.0,0
2026-04-15 00:44:36.587650,1,13,643.07,1582.19,1400.83,0,0.0,0
2026-04-15 00:44:38.572501,1,14,642.35,1592.95,1399.16,0,0.0,0
2026-04-15 00:44:40.541928,1,15,642.43,1583.82,1402.13,0,0.0,0
2026-04-15 00:44:42.512085,1,16,642.13,1587.98,1404.5,0,0.0,0
2026-04-15 00:44:44.521395,1,17,642.58,1584.96,1399.95,0,0.0,0
2026-04-15 00:44:46.515873,1,18,642.62,1591.04,1396.12,0,0.0,0
2026-04-15 00:44:48.538458,1,19,641.79,1587.56,1400.35,0,0.0,0
2026-04-15 00:44:50.503970,1,20,643.04,1581.11,1405.23,0,0.0,0
2026-04-15 00:44:52.485614,1,21,642.37,1586.07,1398.13,0,0.0,0
2026-04-15 00:44:54.426210,1,22,642.77,1592.93,1400.57,0,0.0,0
2026-04-15 00:44:56.442703,1,23,642.14,1588.19,1394.75,0,0.0,0
2026-04-15 00:44:58.405967,1,24,642.38,1590.83,1398.81,0,0.0,0
2026-04-15 00:45:00.368356,1,25,642.77,1594.1,1399.39,0,0.0,0
2026-04-15 00:45:02.305356,1,26,642.16,1589.08,1396.07,0,0.0,0
2026-04-15 00:45:04.203291,1,27,642.44,1590.47,1401.84,0,0.0,0
2026-04-15 00:45:06.153332,1,28,642.35,1582.84,1399.13,0,0.0,0
2026-04-15 00:45:08.101139,1,29,641.91,1584.83,1400.99,0,0.0,0
2026-04-15 00:45:10.029116,1,30,642.2,1593.52,1396.08,0,0.0,0
2026-04-15 00:45:11.972764,1,31,642.02,1584.18,1396.9,0,0.0,0
2026-04-15 00:45:13.919092,1,32,642.33,1591.38,1400.36,0,0.0,0
2026-04-15 00:45:15.863194,1,33,642.71,1588.4,1402.43,0,0.0,0
2026-04-15 00:45:17.794092,1,34,642.54,1581.47,1400.48,0,0.0,0
2026-04-15 00:45:19.787323,1,35,642.44,1590.0,1403.0,0,0.0,0
2026-04-15 00:45:21.672171,1,36,642.54,1581.72,1405.54,0,0.0,0
2026-04-15 00:45:23.689144,1,37,641.99,1579.11,1398.9,0,0.0,0
2026-04-15 00:45:25.627359,1,38,641.93,1589.6,1399.5,0,0.0,0
2026-04-15 00:45:27.534235,1,39,642.01,1583.21,1400.69,0,0.0,0
2026-04-15 00:45:29.475592,1,40,642.24,1582.08,1401.77,0,0.0,0
2026-04-15 00:45:31.389420,1,41,642.4,1591.31,1403.21,0,0.0,0
2026-04-15 00:45:33.316908,1,42,642.12,1584.66,1401.38,0,0.0,0
2026-04-15 00:45:35.250516,1,43,642.24,1591.52,1406.05,0,0.0,0
2026-04-15 00:45:37.181505,1,44,641.93,1586.94,1401.2,0,0.0,0
2026-04-15 00:45:39.110188,1,45,642.53,1582.42,1399.16,0,0.0,0
2026-04-15 00:45:41.028926,1,46,642.43,1588.29,1401.27,0,0.0,0
2026-04-15 00:45:43.008887,1,47,642.21,1580.32,1402.89,0,0.0,0
2026-04-15 00:45:44.919219,1,48,641.89,1588.51,1399.16,0,0.0,0
2026-04-15 00:45:46.843454,1,49,642.23,1584.35,1397.76,0,0.0,0
2026-04-15 00:45:48.785818,1,50,642.77,1588.49,1403.62,0,0.0,0
2026-04-15 00:45:50.726041,1,51,642.81,1585.54,1400.42,0,0.0,0
2026-04-15 00:45:52.726872,1,52,642.76,1583.77,1395.57,0,0.0,0
2026-04-15 00:45:54.604713,1,53,642.61,1579.82,1402.26,0,0.0,0
2026-04-15 00:45:56.546174,1,54,642.42,1592.59,1401.2,0,0.0,0
2026-04-15 00:45:58.504242,1,55,642.41,1584.95,1401.58,0,0.0,0
2026-04-15 00:46:00.440375,1,56,642.49,1586.33,1400.76,0,0.0,0
2026-04-15 00:46:02.409251,1,57,642.13,1583.67,1402.79,0,0.0,0
2026-04-15 00:46:04.383159,1,58,641.9,1590.46,1397.99,0,0.0,0
2026-04-15 00:46:06.402233,1,59,642.33,1596.72,1403.51,0,0.0,0
2026-04-15 00:46:08.314457,1,60,642.34,1582.75,1403.07,0,0.0,0
2026-04-15 00:46:10.263948,1,61,642.1,1583.55,1405.52,0,0.0,0
2026-04-15 00:46:12.211668,1,62,642.17,1581.59,1399.54,0,0.0,0
2026-04-15 00:46:14.148474,1,63,642.6,1592.14,1395.38,0,0.0,0
2026-04-15 00:46:16.183233,1,64,642.23,1584.51,1400.11,0,0.0,0
2026-04-15 00:46:18.126496,1,65,642.28,1584.72,1403.24,0,0.0,0
2026-04-15 00:46:20.120763,1,66,642.5,1588.5,1399.52,0,0.0,0
2026-04-15 00:46:22.082492,1,67,642.33,1590.22,1403.02,0,0.0,0
2026-04-15 00:46:24.121413,1,68,642.51,1582.06,1404.42,0,0.0,0
2026-04-15 00:46:26.074055,1,69,642.44,1590.7,1401.24,0,0.0,0
2026-04-15 00:46:28.097246,1,70,642.22,1584.02,1402.78,0,0.0,0
2026-04-15 00:46:30.016958,1,71,642.21,1580.41,1403.09,0,0.0,0
2026-04-15 00:46:31.949954,1,72,642.41,1579.25,1406.81,0,0.0,0
2026-04-15 00:46:33.866919,1,73,642.29,1592.04,1397.93,0,0.0,0
2026-04-15 00:46:35.770909,1,74,642.96,1584.65,1401.48,0,0.0,0
2026-04-15 00:46:37.767999,1,75,641.96,1582.32,1394.82,0,0.0,0
2026-04-15 00:46:39.791110,1,76,642.21,1589.21,1398.94,0,0.0,0
2026-04-15 00:46:41.809697,1,77,642.55,1586.3,1400.97,0,0.0,0
2026-04-15 00:46:43.768061,1,78,641.99,1580.76,1404.1,0,0.0,0
2026-04-15 00:46:45.701554,1,79,642.12,1582.46,1403.93,0,0.0,0
2026-04-15 00:46:47.654848,1,80,641.94,1591.96,1393.58,0,0.0,0
2026-04-15 00:46:49.547173,1,81,642.73,1584.82,1402.04,0,0.0,0
2026-04-15 00:46:51.512191,1,82,642.04,1589.07,1399.17,0,0.0,0
2026-04-15 00:46:53.481860,1,83,642.66,1588.05,1406.38,0,0.0,0
2026-04-15 00:46:55.456474,1,84,642.64,1585.52,1406.6,0,0.0,0
2026-04-15 00:46:57.341077,1,85,642.28,1590.12,1405.96,0,0.0,0
2026-04-15 00:46:59.281157,1,86,641.84,1588.8,1403.56,0,0.0,0
2026-04-15 00:47:01.237924,1,87,642.33,1586.69,1413.1,0,0.0,0
2026-04-15 00:47:03.184449,1,88,641.96,1581.29,1406.09,0,0.0,0
2026-04-15 00:47:05.120648,1,89,642.24,1584.73,1402.22,0,0.0,0
2026-04-15 00:47:07.059859,1,90,642.67,1584.38,1412.93,0,0.0,0
2026-04-15 00:47:09.028384,1,91,641.98,1584.84,1404.76,0,0.0,0
2026-04-15 00:47:10.958652,1,92,642.89,1590.03,1400.77,0,0.0,0
2026-04-15 00:47:12.874453,1,93,642.85,1593.74,1408.48,0,0.0,0
2026-04-15 00:47:14.835810,1,94,642.45,1583.27,1404.94,0,0.0,0
2026-04-15 00:47:16.761110,1,95,642.86,1577.6,1410.1,0,0.0,0
2026-04-15 00:47:18.712906,1,96,642.19,1584.07,1395.16,0,0.0,0
2026-04-15 00:47:20.647528,1,97,642.07,1595.77,1407.81,0,0.0,0
2026-04-15 00:47:22.593916,1,98,642.0,1591.11,1404.56,0,0.0,0
2026-04-15 00:47:24.575345,1,99,642.46,1592.73,1406.13,0,0.0,0
2026-04-15 00:47:26.603821,1,100,642.22,1589.63,1411.35,0,0.0,0
2026-04-15 00:47:28.535523,1,101,642.75,1584.18,1403.41,0,0.0,0
2026-04-15 00:47:30.488595,1,102,642.85,1589.11,1403.42,0,0.0,0
2026-04-15 00:47:32.536429,1,103,642.21,1581.27,1403.21,0,0.0,0
2026-04-15 00:47:34.469363,1,104,642.29,1590.63,1406.25,0,0.0,0
2026-04-15 00:47:36.536887,1,105,642.01,1588.28,1403.22,0,0.0,0
2026-04-15 00:47:38.613590,1,106,642.68,1589.05,1404.45,0,0.0,0
2026-04-15 00:47:40.526850,1,107,642.53,1595.13,1407.73,0,0.0,0
2026-04-15 00:47:42.496181,1,108,643.49,1585.91,1399.47,0,0.0,0
2026-04-15 00:47:44.425760,1,109,642.49,1586.45,1409.1,0,0.0,0
2026-04-15 00:47:46.427107,1,110,642.55,1590.01,1401.27,0,0.0,0
2026-04-15 00:47:48.363431,1,111,642.67,1584.38,1408.11,0,0.0,0
2026-04-15 00:47:50.301702,1,112,642.66,1586.46,1401.84,0,0.0,0
2026-04-15 00:47:52.277262,1,113,642.68,1590.85,1406.59,0,0.0,0
2026-04-15 00:47:54.213468,1,114,642.31,1588.42,1402.97,0,0.0,0
2026-04-15 00:47:56.186328,1,115,642.66,1594.84,1406.6,0,0.0,0
2026-04-15 00:47:58.118747,1,116,642.64,1580.31,1401.99,0,0.0,0
2026-04-15 00:48:00.055121,1,117,642.38,1589.77,1409.35,0,0.0,0
2026-04-15 00:48:02.021581,1,118,642.34,1585.67,1409.34,0,0.0,0
2026-04-15 00:48:03.988887,1,119,642.67,1596.8,1404.46,0,0.0,0
